Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),wind direction at 100m (deg),air pressure at 100m (Pa),air temperature at 100m (C)
2012,1,1,0,30,14.86,179.16,97110,4.57
2012,1,1,1,30,14.76,186.39000000000001,96950,4.94
2012,1,1,2,30,15.26,192.45000000000002,96820,5.11
2012,1,1,3,30,14.56,203.3,96680,5.2700000000000005
2012,1,1,4,30,13.450000000000001,217.14000000000001,96530,4.94
2012,1,1,5,30,11.03,253.1,96580,3.81
2012,1,1,6,30,13.41,300.1,96610,2.46
2012,1,1,7,30,16.06,308.46,96810,1.56
2012,1,1,8,30,18.6,305.78000000000003,97030,0.6
2012,1,1,9,30,20.21,303.39,97270,-1.1300000000000001
2012,1,1,10,30,20.42,300.91,97430,-1.55
2012,1,1,11,30,20.2,295.43,97570,-1.55
2012,1,1,12,30,19.95,293.46,97670,-1.33
2012,1,1,13,30,17.43,289.5,97770,-1.73
2012,1,1,14,30,15.06,290.28000000000003,97840,-1.45
2012,1,1,15,30,16.05,288.56,98000,-1.56
2012,1,1,16,30,16.21,289.53000000000003,98140,-1.74
2012,1,1,17,30,16.46,291.27,98230,-2.23
2012,1,1,18,30,16.55,293.96,98320,-2.62
2012,1,1,19,30,16.61,298.88,98340,-2.89
2012,1,1,20,30,15.91,302.87,98380,-3.43
2012,1,1,21,30,15.17,306.37,98420,-3.98
2012,1,1,22,30,14.450000000000001,305.71,98460,-4.44
2012,1,1,23,30,14.8,305.01,98460,-4.95
2012,1,2,0,30,15.530000000000001,307.85,98490,-5.61
2012,1,2,1,30,16.27,306.93,98530,-5.99
2012,1,2,2,30,17.3,311.53000000000003,98540,-6.87
2012,1,2,3,30,15.040000000000001,303.73,98530,-7.42
2012,1,2,4,30,14.52,309.46,98520,-7.88
2012,1,2,5,30,14.56,314.33,98580,-8.16
2012,1,2,6,30,14.030000000000001,315.8,98590,-8.52
2012,1,2,7,30,13.36,317.58,98680,-8.59
2012,1,2,8,30,13.43,319.44,98730,-8.63
2012,1,2,9,30,14.31,321.45,98820,-8.540000000000001
2012,1,2,10,30,13.94,322.90000000000003,98870,-8.39
2012,1,2,11,30,13.63,323.79,98900,-8.06
2012,1,2,12,30,13.96,322.87,98900,-7.9
2012,1,2,13,30,13.97,322.26,98940,-7.8
2012,1,2,14,30,14.120000000000001,322.69,99020,-7.76
2012,1,2,15,30,14.19,324,99090,-7.8100000000000005
2012,1,2,16,30,13.41,322.46,99200,-7.58
2012,1,2,17,30,13.290000000000001,322.58,99260,-7.74
2012,1,2,18,30,13.89,322.61,99340,-7.96
2012,1,2,19,30,14.540000000000001,324.83,99370,-8.17
2012,1,2,20,30,14.200000000000001,327.08,99430,-8.370000000000001
2012,1,2,21,30,13.24,326.73,99470,-8.71
2012,1,2,22,30,12.200000000000001,328.92,99500,-8.93
2012,1,2,23,30,11.77,326.19,99540,-9.39
2012,1,3,0,30,10.870000000000001,319.23,99550,-10.16
2012,1,3,1,30,10.950000000000001,318.53000000000003,99600,-10.73
2012,1,3,2,30,9.88,318.78000000000003,99630,-11.02
2012,1,3,3,30,8.51,317.82,99620,-11.19
2012,1,3,4,30,7.640000000000001,311.82,99570,-11.56
2012,1,3,5,30,7.22,308.35,99610,-11.78
2012,1,3,6,30,7.6000000000000005,313.6,99670,-11.94
2012,1,3,7,30,6.44,311.87,99660,-11.83
2012,1,3,8,30,5.19,307.13,99720,-11.53
2012,1,3,9,30,3.74,302.04,99720,-10.88
2012,1,3,10,30,2.87,289.52,99710,-9.85
2012,1,3,11,30,2.65,263.19,99590,-8.73
2012,1,3,12,30,3.58,240.68,99450,-7.640000000000001
2012,1,3,13,30,4.15,233.05,99320,-6.68
2012,1,3,14,30,4.88,221.75,99220,-5.97
2012,1,3,15,30,5.89,210.21,99120,-5.73
2012,1,3,16,30,7.2700000000000005,201.98000000000002,99030,-5.89
2012,1,3,17,30,8.18,197.87,98930,-5.99
2012,1,3,18,30,10.13,193.35,98810,-5.97
2012,1,3,19,30,10.91,196.44,98730,-5.78
2012,1,3,20,30,11.3,201.3,98670,-5.39
2012,1,3,21,30,10.81,207.43,98660,-4.97
2012,1,3,22,30,10.82,208.46,98670,-4.47
2012,1,3,23,30,10.93,206.6,98560,-4.11
2012,1,4,0,30,11.26,208.11,98420,-3.7600000000000002
2012,1,4,1,30,11.26,211.66,98330,-3.58
2012,1,4,2,30,10.55,219.82,98280,-3.2600000000000002
2012,1,4,3,30,10.41,230.19,98230,-2.94
2012,1,4,4,30,9.26,228.29,98110,-2.81
2012,1,4,5,30,9.43,228.73000000000002,98060,-2.8000000000000003
2012,1,4,6,30,8.63,254.62,98150,-2.7
2012,1,4,7,30,8.540000000000001,239.55,98100,-2.88
2012,1,4,8,30,6.88,269.96,98190,-2.8000000000000003
2012,1,4,9,30,5.92,284.81,98260,-1.9100000000000001
2012,1,4,10,30,5.45,297.22,98220,-1.02
2012,1,4,11,30,5.15,286.57,98110,-0.25
2012,1,4,12,30,7.0600000000000005,289.44,98090,0.1
2012,1,4,13,30,7.19,303.41,98090,0.89
2012,1,4,14,30,7.8500000000000005,306.81,98140,0.61
2012,1,4,15,30,7.67,304.03000000000003,98190,0.38
2012,1,4,16,30,8.73,304.18,98270,0.2
2012,1,4,17,30,8.870000000000001,299.92,98350,0.11
2012,1,4,18,30,8.91,304.33,98430,-0.18
2012,1,4,19,30,8.99,309.6,98450,-0.59
2012,1,4,20,30,8.53,310.74,98500,-0.9400000000000001
2012,1,4,21,30,7.05,304.76,98460,-1.21
2012,1,4,22,30,6.22,297.57,98460,-1.35
2012,1,4,23,30,5.68,291.16,98450,-1.25
2012,1,5,0,30,4.72,272.6,98420,-1.16
2012,1,5,1,30,5.34,264.05,98410,-1.06
2012,1,5,2,30,5.15,247.3,98380,-1.11
2012,1,5,3,30,5.69,240.01,98360,-1.09
2012,1,5,4,30,7.18,231.18,98290,-0.41000000000000003
2012,1,5,5,30,8.76,221.02,98270,0.14
2012,1,5,6,30,10.790000000000001,221.47,98160,-0.5
2012,1,5,7,30,9.99,230.64000000000001,98160,-0.98
2012,1,5,8,30,8.89,239.08,98130,-0.93
2012,1,5,9,30,6.44,240.68,98130,-0.31
2012,1,5,10,30,5.83,234.5,98090,0.6
2012,1,5,11,30,6.9,237.61,97990,1.59
2012,1,5,12,30,6.78,242.9,97900,2.6
2012,1,5,13,30,6.640000000000001,240.39000000000001,97830,3.31
2012,1,5,14,30,8.14,236.49,97740,3.85
2012,1,5,15,30,9.620000000000001,235.38,97670,4.59
2012,1,5,16,30,10.3,228.19,97620,4.74
2012,1,5,17,30,12.8,229.92000000000002,97580,4.76
2012,1,5,18,30,14.58,231.53,97510,4.91
2012,1,5,19,30,14.8,234.57,97480,4.46
2012,1,5,20,30,15.1,236.02,97440,4.19
2012,1,5,21,30,14.93,239.69,97420,4.22
2012,1,5,22,30,15.11,244.65,97400,4.38
2012,1,5,23,30,14.47,246.45000000000002,97350,4.44
2012,1,6,0,30,13.43,248.56,97320,4.42
2012,1,6,1,30,12.83,249.36,97310,4.5
2012,1,6,2,30,12.39,244.61,97310,4.5
2012,1,6,3,30,12.530000000000001,240.48000000000002,97280,4.29
2012,1,6,4,30,13.36,241.15,97230,4.11
2012,1,6,5,30,12.93,247.32,97270,3.8200000000000003
2012,1,6,6,30,12.11,253.01000000000002,97300,3.41
2012,1,6,7,30,12.34,251.12,97320,3.17
2012,1,6,8,30,10.38,258.7,97350,2.7800000000000002
2012,1,6,9,30,7.75,276.93,97380,3.18
2012,1,6,10,30,5.24,283.54,97390,4.86
2012,1,6,11,30,3.3200000000000003,266.66,97360,6.15
2012,1,6,12,30,3.1,243.01,97290,7.23
2012,1,6,13,30,3.52,232.86,97260,7.92
2012,1,6,14,30,3.77,247.36,97290,8.31
2012,1,6,15,30,4.41,258.53000000000003,97330,8.46
2012,1,6,16,30,5.29,275.16,97390,8.620000000000001
2012,1,6,17,30,7.46,332,97480,7.28
2012,1,6,18,30,8.3,331.98,97510,6.28
2012,1,6,19,30,8.69,330.93,97580,5.68
2012,1,6,20,30,9.42,329.08,97600,4.98
2012,1,6,21,30,9.25,325.92,97620,4.5200000000000005
2012,1,6,22,30,10.36,328.5,97640,3.71
2012,1,6,23,30,10.89,327.76,97670,3.14
2012,1,7,0,30,10.15,320.64,97740,2.83
2012,1,7,1,30,9.290000000000001,312.98,97770,2.31
2012,1,7,2,30,8.81,307.39,97810,2.0100000000000002
2012,1,7,3,30,9.24,301.63,97820,1.6600000000000001
2012,1,7,4,30,10.06,295.63,97860,0.88
2012,1,7,5,30,9.85,301.91,97980,0.18
2012,1,7,6,30,10.36,311.32,98100,-0.4
2012,1,7,7,30,10.790000000000001,315.96,98160,-0.74
2012,1,7,8,30,9.94,319.68,98280,-1.09
2012,1,7,9,30,8.4,318.97,98390,-1.02
2012,1,7,10,30,7.19,322.25,98500,-0.66
2012,1,7,11,30,6.8100000000000005,327.14,98510,-0.02
2012,1,7,12,30,5.84,333.12,98520,0.54
2012,1,7,13,30,5.24,330.89,98540,1.1500000000000001
2012,1,7,14,30,4.91,321.54,98620,1.68
2012,1,7,15,30,5.21,315.66,98670,1.52
2012,1,7,16,30,5.61,320.13,98760,1.08
2012,1,7,17,30,6.23,322.88,98850,0.6
2012,1,7,18,30,7.01,329.41,98900,0.16
2012,1,7,19,30,6.76,332.98,98950,-0.21
2012,1,7,20,30,6.92,337.31,99000,-0.51
2012,1,7,21,30,7.07,344.39,99040,-0.8300000000000001
2012,1,7,22,30,6.66,343.53000000000003,99090,-1.1500000000000001
2012,1,7,23,30,6,343.76,99150,-1.42
2012,1,8,0,30,4.99,340.91,99170,-1.59
2012,1,8,1,30,3.8200000000000003,334.37,99220,-1.6300000000000001
2012,1,8,2,30,3.6,339.55,99240,-1.54
2012,1,8,3,30,3.52,343.59000000000003,99240,-1.51
2012,1,8,4,30,3.15,344.31,99250,-1.5
2012,1,8,5,30,3.63,354.48,99300,-1.42
2012,1,8,6,30,4.29,357.82,99320,-1.41
2012,1,8,7,30,3.54,16.26,99350,-1.12
2012,1,8,8,30,2.25,24.93,99430,-0.91
2012,1,8,9,30,1.74,30.45,99480,-0.74
2012,1,8,10,30,1.07,4.07,99530,-0.6
2012,1,8,11,30,0.43,177.13,99520,-0.48
2012,1,8,12,30,1.78,170.58,99450,-0.29
2012,1,8,13,30,2.04,182.64000000000001,99380,0.04
2012,1,8,14,30,2.43,225.97,99360,0.2
2012,1,8,15,30,2.5100000000000002,226.76,99350,0.17
2012,1,8,16,30,2.5100000000000002,220.44,99320,0.1
2012,1,8,17,30,2.24,223.12,99350,0.17
2012,1,8,18,30,1.6600000000000001,221.49,99350,0.16
2012,1,8,19,30,1.5,214.83,99360,0.22
2012,1,8,20,30,1.56,210.64000000000001,99350,0.32
2012,1,8,21,30,2.05,221.45000000000002,99300,0.35000000000000003
2012,1,8,22,30,2.58,216.51,99250,0.35000000000000003
2012,1,8,23,30,3.91,209.88,99220,0.31
2012,1,9,0,30,4.94,209.9,99180,0.15
2012,1,9,1,30,5.5,209.61,99160,-0.02
2012,1,9,2,30,7.5200000000000005,207.83,99060,-0.16
2012,1,9,3,30,8.11,211.8,99010,-0.79
2012,1,9,4,30,8.31,218.86,98970,-1.1300000000000001
2012,1,9,5,30,8.07,227.24,98970,-1.18
2012,1,9,6,30,7.67,227.59,98860,-1.4000000000000001
2012,1,9,7,30,8.13,233.19,98830,-1.32
2012,1,9,8,30,8.67,235.59,98860,-0.9400000000000001
2012,1,9,9,30,8.92,233.17000000000002,98810,-0.15
2012,1,9,10,30,9.44,232.39000000000001,98720,0.5
2012,1,9,11,30,10.05,232.8,98540,1.3
2012,1,9,12,30,10.91,235.57,98350,2.36
2012,1,9,13,30,11.85,236.45000000000002,98220,3.37
2012,1,9,14,30,13,237.74,98140,4.23
2012,1,9,15,30,14.47,243.13,98160,4.61
2012,1,9,16,30,15.17,247.98000000000002,98180,4.38
2012,1,9,17,30,15.47,254.06,98230,3.81
2012,1,9,18,30,15.8,257.81,98250,3.3200000000000003
2012,1,9,19,30,15.32,262.54,98280,2.8000000000000003
2012,1,9,20,30,14.51,264.49,98290,2.45
2012,1,9,21,30,13.870000000000001,270.35,98290,2.2800000000000002
2012,1,9,22,30,14.16,277.36,98310,2.24
2012,1,9,23,30,12.31,289.15000000000003,98320,2.1
2012,1,10,0,30,10.38,302.45,98320,1.84
2012,1,10,1,30,9.22,312.33,98330,1.61
2012,1,10,2,30,8.67,320.28000000000003,98320,2.35
2012,1,10,3,30,6.6000000000000005,338.84000000000003,98340,1.73
2012,1,10,4,30,5.72,349.95,98360,1.26
2012,1,10,5,30,4.32,1.05,98410,1.52
2012,1,10,6,30,2.62,21.37,98410,1.62
2012,1,10,7,30,1.3800000000000001,93.89,98460,2.0300000000000002
2012,1,10,8,30,4.57,179.71,98470,1.83
2012,1,10,9,30,5.83,200.81,98460,1.08
2012,1,10,10,30,6.54,208.15,98460,1.99
2012,1,10,11,30,6.32,215.1,98330,3.29
2012,1,10,12,30,5.23,222.95000000000002,98200,4.95
2012,1,10,13,30,4.84,223.36,98120,6
2012,1,10,14,30,3.95,200.72,98070,6.9
2012,1,10,15,30,5.5,203.53,98050,7.33
2012,1,10,16,30,7.34,209.32,98030,7.0600000000000005
2012,1,10,17,30,7.62,205.25,98000,6.8500000000000005
2012,1,10,18,30,7.640000000000001,202.4,97950,6.97
2012,1,10,19,30,8.540000000000001,203.68,97920,7.24
2012,1,10,20,30,7.86,202.59,97870,7.33
2012,1,10,21,30,7.3,202.12,97820,7.12
2012,1,10,22,30,8.870000000000001,197.68,97770,6.66
2012,1,10,23,30,9.71,196.99,97720,6.24
2012,1,11,0,30,10.71,199.61,97680,5.12
2012,1,11,1,30,10.48,204.71,97640,4.24
2012,1,11,2,30,8.66,207.08,97600,3.86
2012,1,11,3,30,6.01,214.74,97530,4.36
2012,1,11,4,30,3.58,211.73000000000002,97420,4.65
2012,1,11,5,30,1.68,171.51,97380,3.7800000000000002
2012,1,11,6,30,2,141.16,97340,3.5100000000000002
2012,1,11,7,30,2.47,115.96000000000001,97400,3.15
2012,1,11,8,30,2.97,105.45,97370,3.2
2012,1,11,9,30,3.45,99.09,97360,3.37
2012,1,11,10,30,3.0700000000000003,72.19,97290,3.6
2012,1,11,11,30,3,65.63,97190,3.63
2012,1,11,12,30,3.35,76.2,97060,3.61
2012,1,11,13,30,4.29,56.08,96950,3.72
2012,1,11,14,30,4.76,63.56,96920,3.79
2012,1,11,15,30,5.0600000000000005,63.51,96890,3.9
2012,1,11,16,30,5.5600000000000005,55.32,96890,4.39
2012,1,11,17,30,5.87,42.74,96870,4.57
2012,1,11,18,30,5.98,51.68,96850,4.84
2012,1,11,19,30,6.21,65.44,96820,4.83
2012,1,11,20,30,5.78,73.98,96810,4.4
2012,1,11,21,30,5.73,85.3,96760,3.97
2012,1,11,22,30,3.21,59.84,96690,3.67
2012,1,11,23,30,5.08,348.43,96680,3.62
2012,1,12,0,30,6.93,331.32,96640,1.45
2012,1,12,1,30,6.69,331.06,96670,1.02
2012,1,12,2,30,6.890000000000001,338.44,96640,0.9
2012,1,12,3,30,7.79,337.43,96590,0.27
2012,1,12,4,30,7.5200000000000005,342.72,96560,0.49
2012,1,12,5,30,7.01,337.99,96530,0.67
2012,1,12,6,30,7.5,334.52,96500,0.74
2012,1,12,7,30,7.390000000000001,333.32,96450,0.72
2012,1,12,8,30,7.05,328.33,96430,0.42
2012,1,12,9,30,8.120000000000001,330.33,96410,0.37
2012,1,12,10,30,9.11,335.6,96340,0.5700000000000001
2012,1,12,11,30,10.17,339.81,96300,0.4
2012,1,12,12,30,11.290000000000001,341.2,96210,0.07
2012,1,12,13,30,12.07,338.81,96140,-0.4
2012,1,12,14,30,12.32,335.77,96150,-1.03
2012,1,12,15,30,12.14,331.5,96180,-1.45
2012,1,12,16,30,12.25,324.94,96220,-2.24
2012,1,12,17,30,13.39,324.73,96250,-2.97
2012,1,12,18,30,13.46,323.32,96280,-3.9
2012,1,12,19,30,13.8,321.74,96340,-5.17
2012,1,12,20,30,13.18,320.54,96420,-5.58
2012,1,12,21,30,13.200000000000001,319.09000000000003,96450,-6.0200000000000005
2012,1,12,22,30,11.89,313.03000000000003,96490,-6.2700000000000005
2012,1,12,23,30,12,311.46,96550,-6.67
2012,1,13,0,30,12.41,311.85,96610,-6.83
2012,1,13,1,30,12.91,311.96,96730,-6.99
2012,1,13,2,30,13.040000000000001,312.04,96820,-7.23
2012,1,13,3,30,12.89,313.56,96940,-7.5200000000000005
2012,1,13,4,30,12.88,314.12,96980,-7.78
2012,1,13,5,30,12.9,314.93,97110,-8.02
2012,1,13,6,30,12.620000000000001,316.67,97220,-8.23
2012,1,13,7,30,12.24,314.92,97330,-8.47
2012,1,13,8,30,12.18,317.84000000000003,97460,-8.66
2012,1,13,9,30,11.15,317.52,97590,-8.48
2012,1,13,10,30,11.58,316.75,97730,-8.41
2012,1,13,11,30,11.16,315.47,97790,-8.13
2012,1,13,12,30,10.25,314.66,97810,-7.7
2012,1,13,13,30,9.77,314.38,97890,-7.37
2012,1,13,14,30,8.92,313.42,97990,-7.16
2012,1,13,15,30,7.8500000000000005,311.42,98110,-6.99
2012,1,13,16,30,7.54,307.98,98190,-7.1000000000000005
2012,1,13,17,30,6.890000000000001,310.98,98290,-7.33
2012,1,13,18,30,6.3,306.84000000000003,98320,-7.61
2012,1,13,19,30,5.97,304.86,98370,-7.98
2012,1,13,20,30,5.23,305.93,98400,-8.13
2012,1,13,21,30,4.83,295.32,98420,-8.41
2012,1,13,22,30,4.62,292.22,98460,-8.67
2012,1,13,23,30,4.54,283.21,98450,-8.72
2012,1,14,0,30,4.88,281.2,98480,-9.3
2012,1,14,1,30,4.26,280.26,98500,-9.700000000000001
2012,1,14,2,30,3.81,283.24,98490,-9.96
2012,1,14,3,30,3.5100000000000002,284.03000000000003,98490,-10.11
2012,1,14,4,30,3.54,276.79,98490,-10.16
2012,1,14,5,30,4.24,268.06,98530,-10.32
2012,1,14,6,30,3.92,275.66,98560,-10.4
2012,1,14,7,30,3.74,277.8,98620,-10.35
2012,1,14,8,30,3.39,286.06,98640,-10.11
2012,1,14,9,30,3.02,290.88,98710,-9.620000000000001
2012,1,14,10,30,2.71,301.11,98730,-9.06
2012,1,14,11,30,2.07,309.71,98700,-8.48
2012,1,14,12,30,1.72,314.40000000000003,98610,-8.02
2012,1,14,13,30,1.8,322.95,98600,-7.54
2012,1,14,14,30,2.22,322.22,98600,-7.18
2012,1,14,15,30,2.45,316.58,98660,-6.94
2012,1,14,16,30,2.84,288.33,98740,-7.0200000000000005
2012,1,14,17,30,4.21,297.16,98810,-7.29
2012,1,14,18,30,5.21,304.52,98910,-7.63
2012,1,14,19,30,5.01,309.6,98950,-7.88
2012,1,14,20,30,4.61,311.58,98970,-8.1
2012,1,14,21,30,4.5600000000000005,309.06,99020,-8.21
2012,1,14,22,30,4.54,302.91,99050,-8.31
2012,1,14,23,30,3.63,298.94,99080,-8.32
2012,1,15,0,30,3.98,290.77,99120,-8.370000000000001
2012,1,15,1,30,4.09,281.21,99170,-8.370000000000001
2012,1,15,2,30,3.33,271.62,99210,-8.43
2012,1,15,3,30,3.79,263.77,99260,-8.42
2012,1,15,4,30,3.91,256.91,99340,-8.53
2012,1,15,5,30,3.19,232.21,99380,-8.6
2012,1,15,6,30,3.7600000000000002,211.44,99400,-8.84
2012,1,15,7,30,5.09,193.17000000000002,99440,-8.870000000000001
2012,1,15,8,30,6.5600000000000005,185.17000000000002,99440,-8.97
2012,1,15,9,30,6.95,183.21,99430,-8.22
2012,1,15,10,30,6.99,186.23,99470,-7.0200000000000005
2012,1,15,11,30,7.69,189.56,99410,-6.08
2012,1,15,12,30,7.59,184.19,99330,-5.03
2012,1,15,13,30,7.8,175.78,99230,-4.12
2012,1,15,14,30,8.66,171.86,99160,-3.42
2012,1,15,15,30,10.22,165.94,99080,-2.88
2012,1,15,16,30,12.85,163.21,98980,-2.2800000000000002
2012,1,15,17,30,15.700000000000001,160.23,98910,-1.95
2012,1,15,18,30,17.31,161.72,98790,-1.6500000000000001
2012,1,15,19,30,17.82,164.95000000000002,98710,-1.45
2012,1,15,20,30,17.76,169.51,98670,-1.62
2012,1,15,21,30,17.1,174.98,98600,-2.23
2012,1,15,22,30,17.16,179.46,98510,-2.5500000000000003
2012,1,15,23,30,17.12,184.64000000000001,98390,-2.42
2012,1,16,0,30,16.85,189.95000000000002,98320,-2.18
2012,1,16,1,30,16.76,194.33,98250,-2.08
2012,1,16,2,30,15.99,198.72,98160,-1.78
2012,1,16,3,30,15.73,202.13,98060,-1.41
2012,1,16,4,30,15.49,205.49,97990,-0.98
2012,1,16,5,30,15.94,208.81,97920,-0.41000000000000003
2012,1,16,6,30,15.36,211.81,97860,0.1
2012,1,16,7,30,14.67,215.69,97810,0.58
2012,1,16,8,30,14.06,215.19,97800,1.06
2012,1,16,9,30,13.66,214.64000000000001,97790,1.93
2012,1,16,10,30,12.11,219.56,97780,3
2012,1,16,11,30,10.93,220.19,97700,4.05
2012,1,16,12,30,9.85,220.32,97600,4.73
2012,1,16,13,30,9.200000000000001,216.98000000000002,97510,4.7
2012,1,16,14,30,7.930000000000001,220.25,97450,4.5
2012,1,16,15,30,6.07,231.74,97440,4.55
2012,1,16,16,30,5,245.32,97430,4.67
2012,1,16,17,30,3.81,257.87,97450,4.86
2012,1,16,18,30,2.97,258.44,97450,5.0600000000000005
2012,1,16,19,30,1.95,295.73,97440,4.5600000000000005
2012,1,16,20,30,2.88,1.07,97460,4.11
2012,1,16,21,30,3.6,19.71,97450,3.49
2012,1,16,22,30,5.54,27.53,97430,3.68
2012,1,16,23,30,6.7700000000000005,31.39,97390,3.33
2012,1,17,0,30,7.3,26.55,97360,3.19
2012,1,17,1,30,7.36,37.480000000000004,97320,2.8000000000000003
2012,1,17,2,30,8.91,30.46,97250,2.63
2012,1,17,3,30,9.48,33.88,97180,2.35
2012,1,17,4,30,9.68,28.580000000000002,97140,2.24
2012,1,17,5,30,11.68,29.78,97030,1.94
2012,1,17,6,30,11.870000000000001,35.92,96930,1.33
2012,1,17,7,30,11.88,18.42,97000,0.9
2012,1,17,8,30,12.19,3.09,97070,0.25
2012,1,17,9,30,16.18,348.32,97170,-0.32
2012,1,17,10,30,16.15,331.85,97320,-2.58
2012,1,17,11,30,17.73,337.19,97450,-3.23
2012,1,17,12,30,17.150000000000002,337.25,97580,-3.5500000000000003
2012,1,17,13,30,15.98,331.84000000000003,97780,-3.81
2012,1,17,14,30,14.3,327.36,97970,-4.36
2012,1,17,15,30,13.17,323.43,98120,-4.93
2012,1,17,16,30,14.040000000000001,317.64,98340,-6
2012,1,17,17,30,13.41,320.65000000000003,98490,-6.47
2012,1,17,18,30,13.88,324.53000000000003,98620,-6.78
2012,1,17,19,30,12.14,321.21,98710,-6.75
2012,1,17,20,30,12.34,324.18,98810,-7.3
2012,1,17,21,30,11.06,325.87,98910,-7.640000000000001
2012,1,17,22,30,11.01,326.18,99000,-8.38
2012,1,17,23,30,9.97,328.18,99070,-8.72
2012,1,18,0,30,7.54,319.29,99120,-9.06
2012,1,18,1,30,6.54,308.3,99160,-9.67
2012,1,18,2,30,6,307.1,99200,-10.14
2012,1,18,3,30,4.74,299.89,99210,-10.24
2012,1,18,4,30,4.49,292.40000000000003,99160,-10.74
2012,1,18,5,30,3.84,285.33,99180,-10.89
2012,1,18,6,30,3.46,275.5,99160,-10.99
2012,1,18,7,30,3.5300000000000002,253.45000000000002,99190,-10.81
2012,1,18,8,30,3.94,242.67000000000002,99200,-10.68
2012,1,18,9,30,3.71,232.85,99200,-9.94
2012,1,18,10,30,4.01,216.93,99150,-9.08
2012,1,18,11,30,4.69,205.27,99010,-8.17
2012,1,18,12,30,5.58,199.83,98850,-7.36
2012,1,18,13,30,6.45,200.96,98730,-6.78
2012,1,18,14,30,7.05,200.73000000000002,98620,-6.33
2012,1,18,15,30,7.640000000000001,193.06,98520,-6.01
2012,1,18,16,30,8.540000000000001,188.26,98420,-5.96
2012,1,18,17,30,9.97,186.29,98360,-5.58
2012,1,18,18,30,11.86,178.98,98270,-5.2700000000000005
2012,1,18,19,30,13.49,178.26,98110,-5.08
2012,1,18,20,30,13.280000000000001,185.55,98060,-5.28
2012,1,18,21,30,13.43,190.87,98060,-5.29
2012,1,18,22,30,15.450000000000001,193.93,97990,-5.2
2012,1,18,23,30,15.26,199.47,97860,-5.0200000000000005
2012,1,19,0,30,15.950000000000001,206.68,97710,-4.95
2012,1,19,1,30,15.63,217.04,97590,-4.7700000000000005
2012,1,19,2,30,14.91,231.8,97600,-4.43
2012,1,19,3,30,13.8,255.55,97620,-4.41
2012,1,19,4,30,10.65,293.13,97660,-5.58
2012,1,19,5,30,11.94,310.39,97840,-11.81
2012,1,19,6,30,11.58,315.57,97940,-13.05
2012,1,19,7,30,11.41,318.7,98110,-14
2012,1,19,8,30,11.22,316.12,98260,-14.6
2012,1,19,9,30,10.73,319.02,98370,-14.91
2012,1,19,10,30,10.82,318.69,98450,-15.610000000000001
2012,1,19,11,30,10.09,318.8,98410,-15.370000000000001
2012,1,19,12,30,9,319.77,98420,-15.16
2012,1,19,13,30,8.13,318.68,98420,-14.6
2012,1,19,14,30,7.7700000000000005,315.81,98510,-14.22
2012,1,19,15,30,7.42,313.64,98560,-14.200000000000001
2012,1,19,16,30,7.23,313.37,98610,-14.44
2012,1,19,17,30,7.12,314.7,98690,-14.89
2012,1,19,18,30,7.36,314.98,98730,-15.290000000000001
2012,1,19,19,30,6.88,312.38,98790,-15.43
2012,1,19,20,30,6.69,306.02,98850,-15.69
2012,1,19,21,30,6.48,307.24,98900,-15.89
2012,1,19,22,30,6.36,311.07,98920,-15.860000000000001
2012,1,19,23,30,5.8,303.73,98940,-15.72
2012,1,20,0,30,5.57,307.29,98980,-15.530000000000001
2012,1,20,1,30,4.58,308.26,98950,-15.05
2012,1,20,2,30,4.0200000000000005,302.09000000000003,98960,-14.51
2012,1,20,3,30,3.7800000000000002,291.15000000000003,98960,-14.59
2012,1,20,4,30,3.0500000000000003,288.19,98970,-14.52
2012,1,20,5,30,2,301.71,98950,-13.86
2012,1,20,6,30,1.61,305.89,98980,-12.94
2012,1,20,7,30,1.42,314.63,99020,-12.19
2012,1,20,8,30,0.55,13.94,98970,-10.68
2012,1,20,9,30,1.29,269.26,98980,-9.9
2012,1,20,10,30,3.91,128.07,98850,-8.59
2012,1,20,11,30,8.49,155.18,98750,-8.28
2012,1,20,12,30,7.54,130.9,98660,-7.8100000000000005
2012,1,20,13,30,5.39,133.82,98750,-7.57
2012,1,20,14,30,4.72,174.53,98720,-7.72
2012,1,20,15,30,5.15,146.88,98660,-7.57
2012,1,20,16,30,6.51,95.51,98590,-7.26
2012,1,20,17,30,5.26,95.67,98550,-7.0600000000000005
2012,1,20,18,30,7.79,92.09,98560,-6.57
2012,1,20,19,30,8.07,97.71000000000001,98560,-5.86
2012,1,20,20,30,7.45,91.3,98560,-5.84
2012,1,20,21,30,7.13,86.75,98600,-5.73
2012,1,20,22,30,7.19,76.01,98570,-5.41
2012,1,20,23,30,5.67,71.61,98570,-5.1000000000000005
2012,1,21,0,30,5.12,61.07,98610,-4.78
2012,1,21,1,30,5.18,48.03,98620,-4.48
2012,1,21,2,30,5.36,34.480000000000004,98680,-4.14
2012,1,21,3,30,8.03,337.05,98690,-6.55
2012,1,21,4,30,5.93,37.25,98690,-3.99
2012,1,21,5,30,6.3100000000000005,50.99,98740,-3.74
2012,1,21,6,30,6.82,40.15,98810,-3.58
2012,1,21,7,30,5.33,51.74,98870,-3.39
2012,1,21,8,30,5.96,66.44,98940,-3.29
2012,1,21,9,30,5.12,75.12,99070,-3.77
